ID,Poet,Poetry
660,jigar-moradabadi,"use hal-o-qal se vasta na gharaz maqam-o-qayam se 
jise koi nisbat-e-khas ho tire husn-e-barq-khiram se 
mujhe de rahe hain tasalliyan vo har ek taaza payam se 
kabhi aa ke manzar-e-am par kabhi haT ke manzar-e-am se 
kyuun kiya raha jo muqabla khatrat-e-gam-ba-gam se 
sar-e-bam-e-ishq-e-tamam tak rah-e-shauq-e-nim-tamam se 
na gharaz kisi se na vasta mujhe kaam apne hi kaam se 
tire zikr se tiri fikr se tiri yaad se tire naam se 
mire saqiya mire saqiya tujhe marhaba tujhe marhaba 
tu pila.e ja tu pila.e ja isi chashm-e-jam-ba-jam se 
tiri sub.h-e-aish hai kya bala tujhe ai falak jo ho hausla 
kabhi kar le aa ke muqabla gham-e-hijr-e-yar ki shaam se 
mujhe yuun na khaak men tu mila main agarche huun tira naqsh-e-pa 
tire jalve ki hai baqa mire shauq-e-nam-ba-nam se 
tiri chashm-e-mast ko kya kahun ki nazar nazar hai fusun fusun 
ye tamam hosh ye sab junun isi ek gardish-e-jam se 
ye kitab-e-dil ki hain ayaten main bata.un kya jo hain nisbaten 
mire sajda-ha-e-davam ko tire naqsh-ha-e-khiram se 
mujhe chahiye vahi saqiya jo baras chale jo chhalak chale 
tire husn-e-shisha-ba-dast se tiri chashm-e-bada-ba-jam se 
jo uTha hai dard uTha kare koi khaak us se gila kare 
jise zid ho husn ke zikr se jise chiDh ho ishq ke naam se 
vahin chashm-e-hur phaDak ga.i abhi pi na thi ki bahak ga.i 
kabhi yak-ba-yak jo chhalak ga.i kisi rind-e-mast ke jaam se 
tu hazar uzr kare magar hamen rashk hai aur hi kuchh 'jigar' 
tiri iztirab-e-nigah se tire ehtiyat-e-kalam se"
661,jigar-moradabadi,"vo ada-e-dilbari ho ki nava-e-ashiqana 
jo dilon ko fat.h kar le vahi fateh-e-zamana 
ye tira jamal-e-kamil ye shabab ka zamana 
dil-e-dushmanan salamat dil-e-dostan nishana 
kabhi husn ki tabi.at na badal saka zamana 
vahi naz-e-be-niyazi vahi shan-e-khusravana 
main huun us maqam par ab ki firaq o vasl kaise 
mira ishq bhi kahani tira husn bhi fasana 
miri zindagi to guzri tire hijr ke sahare 
miri maut ko bhi pyare koi chahiye bahana 
tire ishq ki karamat ye agar nahin to kya hai 
kabhi be-adab na guzra mire paas se zamana 
tiri duuri o huzuri ka ye hai ajiib aalam 
abhi zindagi haqiqat abhi zindagi fasana 
mire ham-safir bulbul mira tera saath hi kya 
main zamir-e-dasht-o-dariya tu asir-e-ashiyana 
main vo saaf hi na kah duun jo hai farq mujh men tujh men 
tira dard dard-e-tanha mira gham gham-e-zamana 
tire dil ke TuTne par hai kisi ko naaz kya kya 
tujhe ai 'jigar' mubarak ye shikast-e-fatehana"
662,jigar-moradabadi,"vo jo ruThen yuun manana chahiye 
zindagi se ruuTh jaana chahiye 
himmat-e-qatil baDhana chahiye 
zer-e-khanjar muskurana chahiye 
zindagi hai naam johd o jang ka 
maut kya hai bhuul jaana chahiye 
hai inhin dhokon se dil ki zindagi 
jo hasin dhoka ho khana chahiye 
lazzaten hain dushman-e-auj-e-kamal 
kulfaton se ji lagana chahiye 
un se milne ko to kya kahiye 'jigar' 
khud se milne ko zamana chahiye"
663,jigar-moradabadi,"yadash-ba-khair jab vo tasavvur men aa gaya 
sher o shabab o husn ka dariya baha gaya 
jab ishq apne markaz-e-asli pe aa gaya 
khud ban gaya hasin do aalam pe chha gaya 
jo dil ka raaz tha use kuchh dil hi pa gaya 
vo kar sake bayan na hamin se kaha gaya 
naseh fasana apna hansi men uDa gaya 
khush-fikr tha ki saaf ye pahlu bacha gaya 
apna zamana aap banate hain ahl-e-dil 
ham vo nahin ki jin ko zamana bana gaya 
dil ban gaya nigah nigah ban ga.i zaban 
aaj ik sukut-e-shauq qayamat hi Dha gaya 
mera kamal-e-sher bas itna hai ai 'jigar' 
vo mujh pe chha ga.e main zamane pe chha gaya"
664,jigar-moradabadi,"ye hai mai-kada yahan rind hain yahan sab ka saaqi imaam hai 
ye haram nahin hai ai shaikh ji yahan parsa.i haram hai 
jo zara si pi ke bahak gaya use mai-kade se nikal do 
yahan tang-nazar ka guzar nahin yahan ahl-e-zarf ka kaam hai 
koi mast hai koi tishna-lab to kisi ke haath men jaam hai 
magar is pe koi kare bhi kya ye to mai-kade ka nizam hai 
ye janab-e-shaikh ka falsafa hai ajiib saare jahan se 
jo vahan piyo to halal hai jo yahan piyo to haram hai 
isi ka.enat men ai 'jigar' koi inqalab uThega phir 
ki buland ho ke bhi aadmi abhi khvahishon ka ghulam hai"
665,jigar-moradabadi,"ye misra.a kaash naqsh-e-har-dar-o-divar ho jaa.e 
jise jiina ho marne ke liye tayyar ho jaa.e 
vahi mai-khvar hai jo is tarah mai-khvar ho jaa.e 
ki shisha toD de aur be-piye sarshar ho jaa.e 
dil-e-insan agar sha.ista-e-asrar ho jaa.e 
lab-e-khamosh-fitrat hi lab-e-guftar ho jaa.e 
har ik be-kar si hasti ba-ru-e-kar ho jaa.e 
junun ki ruh-e-khvabida agar bedar ho jaa.e 
suna hai hashr men har aankh use be-parda dekhegi 
mujhe Dar hai na tauhin-e-jamal-e-yar ho jaa.e 
harim-e-naz men us ki rasa.i ho to kyunkar ho 
ki jo asuda zer-e-saya-e-divar ho jaa.e 
ma.az-allah us ki vardat-e-gham ma.az-allah 
chaman jis ka vatan ho aur chaman-be-zar ho jaa.e 
yahi hai zindagi to zindagi se khud-kushi achchhi 
ki insan alam-e-insaniyat par baar ho jaa.e 
ik aisi shaan paida kar ki batil tharthara uTThe 
nazar talvar ban jaa.e nafas jhankar ho jaa.e 
ye roz o shab ye sub.h o shaam ye basti ye virana 
sabhi bedar hain insan agar bedar ho jaa.e"
666,kaifi-azmi,"aaj socha to aansu bhar aa.e 
muddaten ho ga.iin muskura.e 
har qadam par udhar muD ke dekha 
un ki mahfil se ham uTh to aa.e 
rah ga.i zindagi dard ban ke 
dard dil men chhupa.e chhupa.e 
dil ki nazuk ragen TuTti hain 
yaad itna bhi koi na aa.e"
667,kaifi-azmi,"haath aa kar laga gaya koi 
mera chhappar uTha gaya koi 
lag gaya ik mashin men main bhi 
shahr men le ke aa gaya koi 
main khaDa tha ki piiTh par meri 
ishtihar ik laga gaya koi 
ye sadi dhuup ko tarasti hai 
jaise suraj ko kha gaya koi 
aisi mahnga.i hai ki chehra bhi 
bech ke apna kha gaya koi 
ab vo arman hain na vo sapne 
sab kabutar uDa gaya koi 
vo ga.e jab se aisa lagta hai 
chhoTa moTa khuda gaya koi 
mera bachpan bhi saath le aaya 
gaanv se jab bhi aa gaya koi"
668,kaifi-azmi,"itna to zindagi men kisi ke khalal paDe 
hansne se ho sukun na rone se kal paDe 
jis tarah hans raha huun main pi pi ke garm ashk 
yuun dusra hanse to kaleja nikal paDe 
ik tum ki tum ko fikr-e-nasheb-o-faraz hai 
ik ham ki chal paDe to bahar-hal chal paDe 
saaqi sabhi ko hai gham-e-tishna-labi magar 
mai hai usi ki naam pe jis ke ubal paDe 
muddat ke ba.ad us ne jo ki lutf ki nigah 
ji khush to ho gaya magar aansu nikal paDe"
669,kaifi-azmi,"jhuki jhuki si nazar be-qarar hai ki nahin 
daba daba sa sahi dil men pyaar hai ki nahin 
tu apne dil ki javan dhaDkanon ko gin ke bata 
miri tarah tira dil be-qarar hai ki nahin 
vo pal ki jis men mohabbat javan hoti hai 
us ek pal ka tujhe intizar hai ki nahin 
tiri umiid pe Thukra raha huun duniya ko 
tujhe bhi apne pe ye e'tibar hai ki nahin"
670,kaifi-azmi,"jo vo mire na rahe main bhi kab kisi ka raha 
bichhaD ke un se saliqa na zindagi ka raha 
labon se uD gaya jugnu ki tarah naam us ka 
sahara ab mire ghar men na raushni ka raha 
guzarne ko to hazaron hi qafile guzre 
zamin pe naqsh-e-qadam bas kisi kisi ka raha"
671,kaifi-azmi,"kahin se lauT ke ham laDkhaDa.e hain kya kya 
sitare zer-e-qadam raat aa.e hain kya kya 
nasheb-e-hasti se afsos ham ubhar na sake 
faraz-e-dar se paigham aa.e hain kya kya 
jab us ne haar ke khanjar zamin pe phenk diya 
tamam zakhm-e-jigar muskura.e hain kya kya 
chhaTa jahan se us avaz ka ghana badal 
vahin se dhuup ne talve jala.e hain kya kya 
uTha ke sar mujhe itna to dekh lene de 
ki qatl-gah men divane aa.e hain kya kya 
kahin andhere se manus ho na jaa.e adab 
charagh tez hava ne bujha.e hain kya kya"
672,kaifi-azmi,"khar-o-khas to uThen rasta to chale 
main agar thak gaya qafila to chale 
chand suraj buzurgon ke naqsh-e-qadam 
khair bujhne do un ko hava to chale 
hakim-e-shahr ye bhi koi shahr hai 
masjiden band hain mai-kada to chale 
us ko maz.hab kaho ya siyasat kaho 
khud-kushi ka hunar tum sikha to chale 
itni lashen main kaise uTha pa.unga 
aap inTon ki hurmat bacha to chale 
belche laao kholo zamin ki tahen 
main kahan dafn huun kuchh pata to chale"
673,kaifi-azmi,"ki hai koi hasin khata har khata ke saath 
thoDa sa pyaar bhi mujhe de do saza ke saath 
gar Dubna hi apna muqaddar hai to suno 
Dubenge ham zarur magar nakhuda ke saath 
manzil se vo bhi duur tha aur ham bhi duur the 
ham ne bhi dhuul uDaa.i bahut rahnuma ke saath 
raqs-e-saba ke jashn men ham tum bhi nachte 
ai kaash tum bhi aa ga.e hote saba ke saath 
ikkisvin sadi ki taraf ham chale to hain 
fitne bhi jaag uTThe hain avaz-e-pa ke saath 
aisa laga gharibi ki rekha se huun buland 
puchha kisi ne haal kuchh aisi ada ke saath"
674,kaifi-azmi,"kya jaane kis ki pyaas bujhane kidhar ga.iin 
is sar pe jhuum ke jo ghaTa.en guzar ga.iin 
divana puchhta hai ye lahron se baar baar 
kuchh bastiyan yahan thiin batao kidhar ga.iin 
ab jis taraf se chahe guzar jaa.e karvan 
viraniyan to sab mire dil men utar ga.iin 
paimana TuTne ka koi gham nahin mujhe 
gham hai to ye ki chandni raten bikhar ga.iin 
paaya bhi un ko kho bhi diya chup bhi ho rahe 
ik mukhtasar si raat men sadiyan guzar ga.iin"
675,kaifi-azmi,"laa.i phir ik laghzish-e-mastana tere shahr men 
phir banengi masjiden mai-khana tere shahr men 
aaj phir TuTengi tere ghar ki nazuk khiDkiyan 
aaj phir dekha gaya divana tere shahr men 
jurm hai teri gali se sar jhuka kar lauTna 
kufr hai pathrav se ghabrana tere shahr men 
shah-name likkhe hain khanDarat ki har iinT par 
har jagah hai dafn ik afsana tere shahr men 
kuchh kanizen jo harim-e-naz men hain baryab 
mangti hain jaan o dil nazrana tere shahr men 
nangi saDkon par bhaTak kar dekh jab marti hai raat 
rengta hai har taraf virana tere shahr men"
676,kaifi-azmi,"main DhunDta huun jise vo jahan nahin milta 
na.i zamin naya asman nahin milta 
na.i zamin naya asman bhi mil jaa.e 
na.e bashar ka kahin kuchh nishan nahin milta 
vo tegh mil ga.i jis se hua hai qatl mira 
kisi ke haath ka us par nishan nahin milta 
vo mera gaanv hai vo mere gaanv ke chulhe 
ki jin men shole to shole dhuan nahin milta 
jo ik khuda nahin milta to itna matam kyuun 
yahan to koi mira ham-zaban nahin milta 
khaDa huun kab se main chehron ke ek jangal men 
tumhare chehre ka kuchh bhi yahan nahin milta"
677,kaifi-azmi,"patthar ke khuda vahan bhi paa.e 
ham chand se aaj lauT aa.e 
divaren to har taraf khaDi hain 
kya ho ga.e mehrban saa.e 
jangal ki hava.en aa rahi hain 
kaghaz ka ye shahr uD na jaa.e 
laila ne naya janam liya hai 
hai qais koi jo dil laga.e 
hai aaj zamin ka ghusl-e-sehhat 
jis dil men ho jitna khuun laa.e 
sahra sahra lahu ke kheme 
phir pyase lab-e-furat aa.e"
678,kaifi-azmi,"shor yunhi na parindon ne machaya hoga 
koi jangal ki taraf shahr se aaya hoga 
peD ke kaTne valon ko ye malum to tha 
jism jal ja.enge jab sar pe na saaya hoga 
bani-e-jashn-e-baharan ne ye socha bhi nahin 
kis ne kanTon ko lahu apna pilaya hoga 
bijli ke taar pe baiTha hua hansta panchhi 
sochta hai ki vo jangal to paraya hoga 
apne jangal se jo ghabra ke uDe the pyase 
har sarab un ko samundar nazar aaya hoga"
679,kaifi-azmi,"suna karo miri jaan in se un se afsane 
sab ajnabi hain yahan kaun kis ko pahchane 
yahan se jald guzar jaao qafile vaalo 
hain meri pyaas ke phunke hue ye virane 
mire junun-e-parastish se tang aa ga.e log 
suna hai band kiye ja rahe hain but-khane 
jahan se pichhle pahar koi tishna-kam uTha 
vahin pe toDe hain yaron ne aaj paimane 
bahar aa.e to mera salam kah dena 
mujhe to aaj talab kar liya hai sahra ne 
hua hai hukm ki 'kaifi' ko sangsar karo 
masih baiThe hain chhup ke kahan khuda jaane"
680,kaifi-azmi,"tum itna jo muskura rahe ho 
kya gham hai jis ko chhupa rahe ho 
ankhon men nami hansi labon par 
kya haal hai kya dikha rahe ho 
ban ja.enge zahr piite piite 
ye ashk jo piite ja rahe ho 
jin zakhmon ko vaqt bhar chala hai 
tum kyuun unhen chheDe ja rahe ho 
rekhaon ka khel hai muqaddar 
rekhaon se maat kha rahe ho"
681,kaifi-azmi,"vo bhi sarahne lage arbab-e-fan ke ba.ad 
dad-e-sukhan mili mujhe tark-e-sukhan ke ba.ad 
divana-var chand se aage nikal ga.e 
Thahra na dil kahin bhi tiri anjuman ke ba.ad 
honTon ko si ke dekhiye pachhta.iyega aap 
hangame jaag uThte hain aksar ghuTan ke ba.ad 
ghurbat ki ThanDi chhanv men yaad aa.i us ki dhuup 
qadr-e-vatan hui hamen tark-e-vatan ke ba.ad 
elan-e-haq men khatra-e-dar-o-rasan to hai 
lekin saval ye hai ki dar-o-rasan ke ba.ad 
insan ki khvahishon ki koi intiha nahin 
do gaz zamin bhi chahiye do gaz kafan ke ba.ad"
682,meer-anees,"ibtida se ham za.iif o na-tavan paida hue 
uD gaya jab rang rukh se ustukhvan paida hue 
khaksari ne dikha.in rif.aton par rif.aten 
is zamin se vaah kya kya asman paida hue 
ilm khaliq ka khazana hai miyan-e-kaf-o-nun 
ek kun kahne se ye kaun-o-makan paida hue 
zabt dekho sab ki sun li aur kuchh apni kahi 
is zaban-dani par aise be-zaban paida hue 
shor-bakhti aa.i hisse men unhin ke va nasib 
talkh-kami ke liye shirin-zaban paida hue 
ehtiyat-e-jism kya anjam ko socho 'anis' 
khaak hone ko ye musht-e-ustukhvan paida hue"
683,meer-anees,"ishare kya nigah-e-naz-e-dil-ruba ke chale 
sitam ke tiir chale nimche qaza ke chale 
gunah ka bojh jo gardan pe ham uTha ke chale 
khuda ke aage khajalat se sar jhuka ke chale 
talab se aar hai allah se faqiron ko 
kahin jo ho gaya phera sada suna ke chale 
pukare kahti thi hasrat se na.ash ashiq ki 
sanam kidhar ko hamen khaak men mila ke chale 
misal-e-mahi-e-be-ab maujen taDpa kiin 
habab phuuT ke ro.e jo tum naha ke chale 
maqam yuun hua is kar-gah-e-duniya men 
ki jaise din ko musafir sara men aa ke chale 
kisi ka dil na kiya ham ne pa.emal kabhi 
chale jo raah to chyunTi ko bhi bacha ke chale 
mila jinhen unhen uftadgi se auj mila 
unhin ne khaa.i hai Thokar jo sar uTha ke chale 
'anis' dam ka bharosa nahin Thahar jaao 
charagh le ke kahan samne hava ke chale"
684,meer-anees,"khud naved-e-zindagi laa.i qaza mere liye 
sham-e-kushta huun fana men hai baqa mere liye 
zindagi men to na ik dam khush kiya hans bol kar 
aaj kyuun rote hain mere ashna mere liye 
kunj-e-uzlat men misal-e-asiya huun gosha-gir 
rizq pahunchata hai ghar baiThe khuda mere liye 
tu sarapa ajr ai zahid main sar-ta-pa gunah 
bagh-e-jannat teri khatir karbala mere liye 
naam raushan kar ke kyunkar bujh na jaata misl-e-sham.a 
na-muvafiq thi zamane ki hava mere liye 
har nafas a.ina-e-dil se ye aati hai sada 
khaak tu ho ja to hasil ho jila mere liye 
khaak se hai khaak ko ulfat taDapta huun 'anis' 
karbala ke vaste main karbala mere liye"
685,meer-anees,"koi aniis koi ashna nahin rakhte 
kisi ki aas baghair az khuda nahin rakhte 
kisi ko kya ho dilon ki shikastagi ki khabar 
ki TuTne men ye shishe sada nahin rakhte 
faqir dost jo ho ham ko sarfaraz kare 
kuchh aur farsh ba-juz boriya nahin rakhte 
musafiro shab-e-avval bahut hai tiira o taar 
charagh-e-qabr abhi se jala nahin rakhte 
vo log kaun se hain ai khuda-e-kaun-o-makan 
sukhan se kaan ko jo ashna nahin rakhte 
musafiran-e-adam ka pata mile kyunkar 
vo yuun ga.e ki kahin naqsh-e-pa nahin rakhte 
tap-e-darun gham-e-furqat varam-e-payada-ravi 
maraz to itne hain aur kuchh dava nahin rakhte 
khulega haal unhen jab ki aankh band hui 
jo log ulfat-e-mushkil-kusha nahin rakhte 
jahan ki lazzat o khvahish se hai bashar ka khamir 
vo kaun hain ki jo hirs-o-hava nahin rakhte 
'anis' bech ke jaan apni hind se niklo 
jo tosha-e-safar-e-karbala nahin rakhte"
686,meer-anees,"mira raz-e-dil ashkara nahin 
vo dariya huun jis ka kinara nahin 
vo gul huun juda sab se hai jis ka rang 
vo bu huun ki jo ashkara nahin 
vo paani huun shirin nahin jis men shor 
vo atish huun jis men sharara nahin 
bahut zal-e-duniya ne diin baziyan 
main vo naujavan huun jo haara nahin 
jahannam se ham be-qararon ko kya 
jo atish pe Thahre vo paara nahin 
faqiron ki majlis hai sab se juda 
amiron ka yaan tak guzara nahin 
sikandar ki khatir bhi hai sadd-e-bab 
jo daara bhi ho to madara nahin 
kisi ne tiri tarah se ai 'anis' 
urus-e-sukhan ko sanvara nahin"
687,meer-anees,"numud o buud ko aaqil habab samjhe hain 
vo jagte hain jo duniya ko khvab samjhe hain 
kabhi bura nahin jaana kisi ko apne siva 
har ek zarre ko ham aftab samjhe hain 
ajab nahin hai jo shishon men bhar ke le jaa.en 
in ansuon ko farishte gulab samjhe hain 
zamana ek tarah par kabhi nahin rahta 
isi ko ahl-e-jahan inqilab samjhe hain 
unhin ko dar-e-baqa ki hai pukhtagi ka khayal 
jo be-sabati-e-dahr-e-kharab samjhe hain 
shabab kho ke bhi ghaflat vahi hai piron ko 
sahar ki niind ko bhi shab ka khvab samjhe hain 
lahad men aa.en nakirain aa.en bismillah 
har ik saval ka ham bhi javab samjhe hain 
agar ghurur hai aada ko apni kasrat par 
to is hayat ko ham bhi habab samjhe hain 
na kuchh khabar hai hadison ki in safihon ko 
na ye ma.ani-e-ummul-kitab samjhe hain 
kabhi shaqi mutamatta na honge duniya se 
jise ye aab use ham sarab samjhe hain 
muzil-e-aql hai duniya ki daulat ai mun.im 
usi ke nashshe ko suufi sharab samjhe hain 
hararaten hain ma.al-e-halavat-e-duniya 
vo zahr hai jise ham shahd-e-nab samjhe hain 
'anis' makhmal o diiba se kya faqiron ko 
isi zamin ko ham farsh-e-khvab samjhe hain"
688,meer-anees,"sada hai fikr-e-taraqqi buland-binon ko 
ham asman se laa.e hain in zaminon ko 
paDhen durud na kyuun dekh kar hasinon ko 
khayal-e-san.at-e-sane hai pak-binon ko 
kamal-e-faqr bhi shayan hai pak-binon ko 
ye khaak takht hai ham boriya-nashinon ko 
lahad men so.e hain chhoDa hai shah-nashinon ko 
qaza kahan se kahan le ga.i makinon ko 
ye jhurriyan nahin hathon pe zo.af-e-piri ne 
chuna hai jama-e-asli ki astinon ko 
laga raha huun mazamin-e-nau ke phir ambar 
khabar karo mire khirman ke khosha-chinon ko 
bhala taraddud-e-beja se un men kya hasil 
uTha chuke hain zamindar jin zaminon ko 
unhin ko aaj nahin baiThne ki ja milti 
muaaf karte the jo log kal zaminon ko 
ye za.iron ko milin sarfaraziyan varna 
kahan nasib ki chumen malak jabinon ko 
sajaya ham ne mazamin ke taaza phulon se 
basa diya hai in ujDi hui zaminon ko 
lahad bhi dekhiye in men nasib ho ki na ho 
ki khaak chhan ke paaya hai jin zaminon ko 
zaval-e-taqat o mu-e-sapid o zof-e-basar 
inhin se paa.e bashar maut ke qarinon ko 
nahin khabar unhen miTTi men apne milne ki 
zamin men gaaD ke baiThe hain jo dafinon ko 
khabar nahin unhen kya badobast-e-pukhta ki 
jo ghasb karne lage ghair ki zaminon ko 
jahan se uTh ga.e jo log phir nahin milte 
kahan se DhunD ke ab laa.en ham-nashinon ko 
nazar men phirti hai vo tirgi o tanha.i 
lahad ki khaak hai surma ma.al-bainon ko 
khayal-e-khatir-e-ahbab chahiye har dam 
'anis' Thes na lag jaa.e abginon ko"
689,meer-anees,"shahid-e-ishq hue qais namvar ki tarah 
jahan men aib bhi ham ne kiye hunar ki tarah 
kuchh aaj shaam se chehra hai faq sahar ki tarah 
Dhala hi jaata huun furqat men dopahar ki tarah 
siyah-bakhton ko yuun baagh se nikal ai charkh 
ki chaar phuul to daman men hon sipar ki tarah 
tamam khalq hai khvahan-e-abru ai rab 
chhupa mujhe sadaf-e-qabr men guhar ki tarah 
tujhi ko dekhunga jab tak hain barqarar ankhen 
miri nazar na phiregi tiri nazar ki tarah 
hamari qabr pe kya ehtiyaj-e-ambar-o-ud 
sulag raha hai har ik ustukhvan agar ki tarah 
nahif-o-zar hain kya zor baghban se chale 
jahan biTha diya bas rah ga.e shajar ki tarah 
tumhare halqa-ba-goshon men ek ham bhi hain 
paDa rahe ye sukhan kaan men guhar ki tarah 
'anis' yuun hua hal-e-javani-o-piri 
baDhe the nakhl ki surat gire samar ki tarah"
690,meer-anees,"vajd ho bulbul-e-tasvir ko jis ki bu se 
us se gul-rang ka da.ava kare phir kis ru se 
sham.a ke rone pe bas saaf hansi aati hai 
atish-e-dil kahin kam hoti hai chaar aansu se 
ek din vo tha ki takiya tha kisi ka baazu 
ab sar uThta hi nahin apne sar-e-zanu se 
naza.a men huun miri mushkil karo asan yaron 
kholo ta۔aviz-e-shifa jald mire baazu se 
shokhi-e-chashm ka tu kis ki hai divana 'anis' 
ankhen malta hai jo yuun naqsh-e-kaf-e-ahu se"
691,meer-taqi-meer,"aa jaa.en ham nazar jo koi dam bahut hai yaan 
mohlat hamen bisan-e-sharar kam bahut hai yaan 
yak lahza sina-kubi se fursat hamen nahin 
ya.ani ki dil ke jaane ka matam bahut hai yaan 
hasil hai kya siva.e tara.i ke dahr men 
uTh asman tale se ki shabnam bahut hai yaan 
ma.il-ba-ghair hona tujh abru ka aib hai 
thi zor ye kaman vale kham-cham bahut hai yaan 
ham rah-ravan-e-rah-e-fana der rah chuke 
vaqfa bisan-e-sub.h koi dam bahut hai yaan 
is but-kade men ma.ani ka kis se karen saval 
aadam nahin hai surat-e-adam bahut hai yaan 
aalam men log milne ki gon ab nahin rahe 
har-chand aisa vaisa to aalam bahut hai yaan 
vaisa chaman se saada nikalta nahin koi 
rangini ek aur kham-o-cham bahut hai yaan 
ejaz-e-isvi se nahin bahas ishq men 
teri hi baat jaan mujassam bahut hai yaan 
mere halak karne ka gham hai abas tumhen 
tum shaad zindagani karo gham bahut hai yaan 
dil mat laga rukh-e-araq-alud yaar se 
a.ine ko uTha ki zamin nam bahut hai yaan 
shayad ki kaam sub.h tak apna khinche na 'mir' 
ahval aaj shaam se darham bahut hai yaan"
692,meer-taqi-meer,"aa.e hain 'mir' kafir ho kar khuda ke ghar men 
peshani par hai qashqa zunnar hai kamar men 
nazuk badan hai kitna vo shokh-chashm dilbar 
jaan us ke tan ke aage aati nahin nazar men 
siine men tiir us ke TuuTe hain be-nihayat 
surakh paD ga.e hain saare mire jigar men 
a.inda shaam ko ham roya kuDha karenge 
mutlaq asar na dekha nalidan-e-sahar men 
be-sudh paDa rahun huun us mast-e-naz bin main 
aata hai hosh mujh ko ab to pahr pahr men 
sirat se guftugu hai kya mo'tabar hai surat 
hai ek sukhi lakDi jo bu na ho agar men 
ham-saya-e-mughan men muddat se huun chunanche 
ik shira-khane ki hai divar mere ghar men 
ab sub.h o shaam shayad girye pe rang aave 
rahta hai kuchh jhamakta khunab chashm-e-tar men 
aalam men ab-o-gil ke kyunkar nibah hoga 
asbab gir paDa hai saara mira safar men"
